id,sentiment
"12311_10",0.9978477954864502
"8348_2",0.005056616850197315
"5828_4",0.7616361379623413
"7186_2",0.1544405221939087
"12128_7",0.9563782811164856
"2913_8",0.9453942775726318
"4396_1",0.1535511314868927
"395_2",0.16124336421489716
"10616_1",0.002194468630477786
"9074_9",0.9123914241790771
"9252_3",0.05424514412879944
"9896_9",0.9848363995552063
"574_4",0.028860053047537804
"11182_8",0.7027506828308105
"11656_4",0.06569632887840271
"2322_4",0.9729732871055603
"8703_1",0.10573212802410126
"7483_1",0.00788612850010395
"6007_10",0.9930920600891113
"12424_4",0.003899320727214217
"4672_1",0.006506519392132759
"10841_3",0.12730927765369415
"8954_7",0.9950915575027466
"7392_1",0.02507396973669529
"10288_8",0.9980475902557373
"5343_4",0.013260104693472385
"4950_1",0.0031125766690820456
"9257_4",0.9525415897369385
"8689_3",0.02786104567348957
"4480_2",0.0733049064874649
"9286_10",0.9961400628089905
"12245_10",0.9985619187355042
"7529_7",0.24892951548099518
"4_4",0.03202177584171295
"5299_2",0.0737130343914032
"12077_8",0.985341489315033
"10701_2",0.007637843023985624
"11579_1",0.016916943714022636
"10993_1",0.4611961245536804
"8913_1",0.3854205012321472
"1350_3",0.0193993728607893
"3804_2",0.003090302925556898
"5025_3",0.3450438678264618
"5170_8",0.9953855872154236
"8225_8",0.9958254098892212
"6427_7",0.9673896431922913
"3165_3",0.9207837581634521
"7902_9",0.9934864044189453
"8208_3",0.01237588468939066
"3577_8",0.9844851493835449
"4865_1",0.018036019057035446
"9063_3",0.9274676442146301
"1106_1",0.1557893455028534
"1117_9",0.9991639852523804
"1050_4",0.02005671337246895
"10755_9",0.9977151155471802
"2729_8",0.1287764012813568
"10072_10",0.9984390139579773
"2904_7",0.9953123331069946
"4584_2",0.9792662262916565
"189_4",0.0051628644578158855
"6302_4",0.05046595633029938
"8138_9",0.8305264711380005
"1262_1",0.010020531713962555
"2199_10",0.997802197933197
"6551_7",0.9971454739570618
"8082_7",0.9590474963188171
"4897_8",0.9976363182067871
"7360_1",0.017254004254937172
"11012_10",0.9912158250808716
"12046_1",0.07978957146406174
"2331_2",0.9490681290626526
"8961_9",0.989722728729248
"751_7",0.42712852358818054
"9884_10",0.980498731136322
"10016_8",0.9964168071746826
"8023_10",0.955166757106781
"2628_1",0.004806168377399445
"5832_1",0.011852171272039413
"7302_1",0.1393134444952011
"4501_3",0.09047870337963104
"1121_7",0.9819356799125671
"8334_3",0.29029396176338196
"9789_10",0.6594590544700623
"4230_10",0.9742215871810913
"824_4",0.029766952618956566
"6803_9",0.9896122813224792
"3086_7",0.9967273473739624
"1135_8",0.9944918155670166
"10136_1",0.010688794776797295
"11129_3",0.009793387725949287
"2072_8",0.5729445815086365
"9501_7",0.9979154467582703
"319_10",0.9955824017524719
"1693_7",0.9932718873023987
"10886_1",0.03765459731221199
"9406_8",0.9542611241340637
"10376_10",0.025219978764653206
"9902_1",0.019480176270008087
"9938_8",0.21637308597564697
"7080_9",0.9313139319419861
"11944_8",0.7425439953804016
"5249_1",0.0027398327365517616
"9599_2",0.9821793437004089
"9620_1",0.08379685878753662
"11244_1",0.010796482674777508
"6841_10",0.9989238381385803
"10050_4",0.04783786088228226
"10512_9",0.9945434331893921
"11327_3",0.005601726938039064
"10681_8",0.9889184832572937
"808_3",0.15147742629051208
"546_7",0.9982287287712097
"10765_1",0.006088736932724714
"7189_9",0.9838031530380249
"6005_9",0.9985027313232422
"11915_9",0.9963322281837463
"5740_10",0.9957297444343567
"7097_10",0.4462117552757263
"9573_10",0.9891252517700195
"5084_4",0.22032348811626434
"12332_7",0.9954270124435425
"8154_1",0.01354589220136404
"5610_1",0.009464115835726261
"5323_9",0.9783306121826172
"11034_8",0.998727023601532
"3977_2",0.03871939331293106
"12380_7",0.9693509340286255
"1737_8",0.972206711769104
"6030_9",0.9204760193824768
"5918_7",0.9778627157211304
"7061_9",0.9003955125808716
"266_8",0.9981637597084045
"1375_10",0.9818874597549438
"8648_3",0.006146848201751709
"10146_10",0.9969738721847534
"4578_10",0.98956698179245
"4685_8",0.997269332408905
"11843_9",0.9723821878433228
"5467_10",0.9982237219810486
"10140_10",0.9980170726776123
"7721_8",0.9890032410621643
"11208_10",0.943009614944458
"1063_10",0.9882556200027466
"8260_10",0.7767855525016785
"3182_9",0.996095597743988
"2797_8",0.9780640602111816
"7613_2",0.8345227241516113
"11624_4",0.02949073538184166
"4847_10",0.9953442215919495
"10684_7",0.7678074836730957
"6312_1",0.02383197844028473
"4925_3",0.007211245596408844
"4125_1",0.002446175552904606
"2394_10",0.9987428784370422
"12105_10",0.9170860648155212
"7812_1",0.0011410823790356517
"1061_8",0.9061597585678101
"9343_3",0.20697076618671417
"7696_10",0.9867082834243774
"9355_10",0.9935053586959839
"782_9",0.9876920580863953
"9882_10",0.9825088977813721
"10642_10",0.9972444772720337
"7410_2",0.01722308062016964
"9591_4",0.02793988399207592
"11902_3",0.05071994289755821
"3495_7",0.09650446474552155
"6733_1",0.0034141221549361944
"4552_1",0.001949150813743472
"6722_1",0.011724903248250484
"188_10",0.9962590932846069
"5099_10",0.994858980178833
"10313_1",0.08339852094650269
"6756_9",0.9590551257133484
"6622_2",0.01580238714814186
"4807_10",0.9984005093574524
"7173_3",0.47824469208717346
"11321_8",0.9868872761726379
"7909_9",0.7715920209884644
"8012_7",0.22843380272388458
"8615_4",0.014702853746712208
"8117_10",0.9974560141563416
"1892_10",0.944545328617096
"4617_1",0.22420234978199005
"1893_8",0.9947919249534607
"5435_1",0.2860261797904968
"162_3",0.26912516355514526
"6516_10",0.9989100694656372
"11588_7",0.9948753714561462
"2006_1",0.01163997408002615
"1594_4",0.01463362667709589
"1472_1",0.005360254552215338
"3647_1",0.427641361951828
"174_7",0.9749705791473389
"5539_7",0.00472780829295516
"3384_10",0.9936975836753845
"3811_4",0.017575450241565704
"4079_8",0.10911305248737335
"1179_7",0.9934519529342651
"3069_9",0.9972561001777649
"3769_8",0.946230947971344
"9247_10",0.9916988611221313
"10434_1",0.004368481691926718
"1147_10",0.9922009110450745
"5344_7",0.9916031956672668
"8073_10",0.9913455247879028
"7833_3",0.014044313691556454
"8370_1",0.041355155408382416
"9007_8",0.02023240365087986
"6624_7",0.22998970746994019
"6683_3",0.5557388663291931
"12275_7",0.7469242215156555
"11927_8",0.9964632391929626
"1560_10",0.9984564781188965
"1325_9",0.9795294404029846
"3548_8",0.29250770807266235
"607_1",0.006182697601616383
"6702_7",0.9947707056999207
"5702_3",0.018336476758122444
"11345_8",0.9930184483528137
"3428_4",0.10353059321641922
"7209_9",0.9980884194374084
"8425_8",0.9965413212776184
"3087_1",0.02259869873523712
"1119_8",0.5126569271087646
"5715_3",0.9758530855178833
"8645_1",0.012306191958487034
"2149_3",0.021191446110606194
"10403_10",0.9979871511459351
"5628_1",0.01375580858439207
"5570_10",0.9982101917266846
"1613_3",0.1752874255180359
"1454_4",0.9975972771644592
"5094_3",0.0314183235168457
"7982_1",0.08774103969335556
"6894_2",0.49423107504844666
"6554_1",0.09548734128475189
"4721_3",0.7688124775886536
"6904_4",0.007106774020940065
"893_8",0.9392167925834656
"4605_4",0.2213643193244934
"11516_7",0.2863563597202301
"11718_7",0.9957454800605774
"5956_1",0.007706852629780769
"7455_9",0.9966991543769836
"6396_4",0.9381117820739746
"1223_8",0.9831832647323608
"8556_1",0.006077914033085108
"6108_8",0.7254199385643005
"11690_1",0.02152826637029648
"3778_9",0.6600065231323242
"3627_4",0.9919393658638
"8256_4",0.009682443924248219
"533_1",0.02446378581225872
"5235_4",0.036382466554641724
"621_2",0.024858508259058
"5365_1",0.7805891633033752
"8180_3",0.8311580419540405
"7396_7",0.5126734972000122
"9776_10",0.994357168674469
"8175_10",0.9967837333679199
"3128_1",0.006436492316424847
"4606_1",0.035876043140888214
"6158_2",0.6980810165405273
"3281_10",0.9913731217384338
"4723_4",0.7148683071136475
"11994_3",0.019871940836310387
"7701_1",0.003931090235710144
"103_3",0.03134671226143837
"8908_10",0.9982157945632935
"8876_1",0.010384583845734596
"7519_9",0.9943469166755676
"12456_8",0.9983918070793152
"9514_8",0.9152312874794006
"8680_8",0.828539252281189
"12402_10",0.9982738494873047
"362_2",0.5208286643028259
"9825_7",0.9965919256210327
"2913_3",0.860377311706543
"7164_8",0.9980828762054443
"11177_7",0.9828186631202698
"5707_10",0.9986372590065002
"8103_10",0.9974501729011536
"6289_1",0.009284104220569134
"11754_1",0.02050674520432949
"11640_10",0.9958299994468689
"9933_7",0.9983965754508972
"185_10",0.9983276724815369
"242_10",0.9931915402412415
"9369_8",0.7778059244155884
"7453_10",0.9893171191215515
"7514_7",0.16412703692913055
"10860_2",0.04755875840783119
"8663_8",0.841383159160614
"9108_1",0.4010786712169647
"7941_1",0.01387299969792366
"10116_1",0.01899162121117115
"9841_4",0.00961177609860897
"4512_9",0.9741461277008057
"4853_2",0.41341307759284973
"2664_4",0.38597571849823
"9966_10",0.9108452796936035
"5167_2",0.01103948149830103
"3894_2",0.9833115339279175
"3929_8",0.9978312849998474
"7165_10",0.990984320640564
"5451_8",0.9676163792610168
"2947_4",0.09704120457172394
"4611_10",0.5493451952934265
"5807_1",0.9730675220489502
"9464_8",0.9981924891471863
