id,sentiment
"12311_10",0.9989756345748901
"8348_2",0.004863464739173651
"5828_4",0.03932350501418114
"7186_2",0.012539523653686047
"12128_7",0.947734534740448
"2913_8",0.9186662435531616
"4396_1",0.024103011935949326
"395_2",0.01280984841287136
"10616_1",0.001008946099318564
"9074_9",0.8088597655296326
"9252_3",0.01031972374767065
"9896_9",0.7583127021789551
"574_4",0.015763817355036736
"11182_8",0.6624956130981445
"11656_4",0.008048519492149353
"2322_4",0.8272857666015625
"8703_1",0.010212399065494537
"7483_1",0.0024523839820176363
"6007_10",0.9843453764915466
"12424_4",0.0015652179718017578
"4672_1",0.0050681596621870995
"10841_3",0.22096170485019684
"8954_7",0.9960358738899231
"7392_1",0.012196574360132217
"10288_8",0.9991931319236755
"5343_4",0.00554178562015295
"4950_1",0.0035483676474541426
"9257_4",0.9580763578414917
"8689_3",0.008863275870680809
"4480_2",0.4045710265636444
"9286_10",0.998161256313324
"12245_10",0.9994968175888062
"7529_7",0.7157205939292908
"4_4",0.013046362437307835
"5299_2",0.0176165159791708
"12077_8",0.9871561527252197
"10701_2",0.006324791349470615
"11579_1",0.008387172594666481
"10993_1",0.16889770328998566
"8913_1",0.09509393572807312
"1350_3",0.006849454715847969
"3804_2",0.004018607549369335
"5025_3",0.05704697594046593
"5170_8",0.9956766963005066
"8225_8",0.9975080490112305
"6427_7",0.9562156200408936
"3165_3",0.3723641335964203
"7902_9",0.9981866478919983
"8208_3",0.004502876661717892
"3577_8",0.9827558994293213
"4865_1",0.0071401046589016914
"9063_3",0.8793498277664185
"1106_1",0.014149732887744904
"1117_9",0.9988409876823425
"1050_4",0.0015558040468022227
"10755_9",0.9804818034172058
"2729_8",0.04116066172719002
"10072_10",0.9993289709091187
"2904_7",0.9976270794868469
"4584_2",0.9525807499885559
"189_4",0.0028158242348581553
"6302_4",0.019466055557131767
"8138_9",0.8914768099784851
"1262_1",0.0070259664207696915
"2199_10",0.9992963075637817
"6551_7",0.990558385848999
"8082_7",0.9781403541564941
"4897_8",0.9984931945800781
"7360_1",0.008874068036675453
"11012_10",0.9919582605361938
"12046_1",0.01200343668460846
"2331_2",0.9452001452445984
"8961_9",0.9970839619636536
"751_7",0.5174043774604797
"9884_10",0.8699374198913574
"10016_8",0.9965159893035889
"8023_10",0.9928273558616638
"2628_1",0.0058085923083126545
"5832_1",0.007442005909979343
"7302_1",0.005074771121144295
"4501_3",0.020101184025406837
"1121_7",0.9820407629013062
"8334_3",0.03315111622214317
"9789_10",0.04181825369596481
"4230_10",0.9857729077339172
"824_4",0.007757382933050394
"6803_9",0.9988056421279907
"3086_7",0.9962069988250732
"1135_8",0.9959748387336731
"10136_1",0.006121176760643721
"11129_3",0.005521153099834919
"2072_8",0.0729885920882225
"9501_7",0.9993777275085449
"319_10",0.9977055191993713
"1693_7",0.9963216781616211
"10886_1",0.01887633092701435
"9406_8",0.7497024536132812
"10376_10",0.007194374222308397
"9902_1",0.008150703273713589
"9938_8",0.10323397070169449
"7080_9",0.987514078617096
"11944_8",0.8291080594062805
"5249_1",0.0014993963995948434
"9599_2",0.9543980360031128
"9620_1",0.017378367483615875
"11244_1",0.008324071764945984
"6841_10",0.999240517616272
"10050_4",0.011984913609921932
"10512_9",0.997057318687439
"11327_3",0.003771142102777958
"10681_8",0.9936443567276001
"808_3",0.0484047494828701
"546_7",0.9968900084495544
"10765_1",0.005071199499070644
"7189_9",0.9760296940803528
"6005_9",0.9993124008178711
"11915_9",0.9983000159263611
"5740_10",0.9976837635040283
"7097_10",0.03988669440150261
"9573_10",0.8763495683670044
"5084_4",0.12150705605745316
"12332_7",0.9787048101425171
"8154_1",0.005802171770483255
"5610_1",0.005961297545582056
"5323_9",0.9981231093406677
"11034_8",0.9993859529495239
"3977_2",0.0077707357704639435
"12380_7",0.9555641412734985
"1737_8",0.5480542182922363
"6030_9",0.9849498271942139
"5918_7",0.9956154823303223
"7061_9",0.9729194641113281
"266_8",0.9994075298309326
"1375_10",0.9930180311203003
"8648_3",0.005718587432056665
"10146_10",0.9255427122116089
"4578_10",0.9957640171051025
"4685_8",0.9703661799430847
"11843_9",0.9798287749290466
"5467_10",0.9986977577209473
"10140_10",0.9995566010475159
"7721_8",0.9920239448547363
"11208_10",0.901407778263092
"1063_10",0.990838348865509
"8260_10",0.9337811470031738
"3182_9",0.9979490637779236
"2797_8",0.9937030673027039
"7613_2",0.9044631123542786
"11624_4",0.010254320688545704
"4847_10",0.9961937665939331
"10684_7",0.5641213655471802
"6312_1",0.00882668886333704
"4925_3",0.001539811841212213
"4125_1",0.0019576726481318474
"2394_10",0.9989211559295654
"12105_10",0.9527882933616638
"7812_1",0.0003560066397767514
"1061_8",0.4256729483604431
"9343_3",0.4645378589630127
"7696_10",0.995124876499176
"9355_10",0.9966437816619873
"782_9",0.9940343499183655
"9882_10",0.9876031279563904
"10642_10",0.9930368065834045
"7410_2",0.007375992368906736
"9591_4",0.007074890658259392
"11902_3",0.004727805964648724
"3495_7",0.014360026456415653
"6733_1",0.001284560188651085
"4552_1",0.001237946329638362
"6722_1",0.006637477315962315
"188_10",0.9987622499465942
"5099_10",0.9978311657905579
"10313_1",0.32086193561553955
"6756_9",0.9724055528640747
"6622_2",0.0057083070278167725
"4807_10",0.9993669390678406
"7173_3",0.9071123600006104
"11321_8",0.9954102635383606
"7909_9",0.2964612543582916
"8012_7",0.07751456648111343
"8615_4",0.005192209966480732
"8117_10",0.9970099925994873
"1892_10",0.8320233225822449
"4617_1",0.03275488689541817
"1893_8",0.9966986775398254
"5435_1",0.07990910112857819
"162_3",0.2445974349975586
"6516_10",0.9993591904640198
"11588_7",0.9965819716453552
"2006_1",0.008992636576294899
"1594_4",0.0047419131733477116
"1472_1",0.001476903329603374
"3647_1",0.17622725665569305
"174_7",0.9787532091140747
"5539_7",0.0025151059962809086
"3384_10",0.9706386923789978
"3811_4",0.0061849188059568405
"4079_8",0.17044633626937866
"1179_7",0.9961049556732178
"3069_9",0.9988214373588562
"3769_8",0.9764753580093384
"9247_10",0.9960818886756897
"10434_1",0.0040995338931679726
"1147_10",0.9981959462165833
"5344_7",0.9708223342895508
"8073_10",0.9937142729759216
"7833_3",0.012109714560210705
"8370_1",0.02589171938598156
"9007_8",0.005833068396896124
"6624_7",0.010400144383311272
"6683_3",0.07096143811941147
"12275_7",0.10189669579267502
"11927_8",0.9960773587226868
"1560_10",0.9989336133003235
"1325_9",0.9508600234985352
"3548_8",0.5934983491897583
"607_1",0.0037376675754785538
"6702_7",0.9916479587554932
"5702_3",0.028375983238220215
"11345_8",0.99722820520401
"3428_4",0.009094275534152985
"7209_9",0.9993460774421692
"8425_8",0.9962517619132996
"3087_1",0.005937643349170685
"1119_8",0.023608176037669182
"5715_3",0.8107804656028748
"8645_1",0.006419328972697258
"2149_3",0.009578058496117592
"10403_10",0.9989442229270935
"5628_1",0.006502273492515087
"5570_10",0.9985325336456299
"1613_3",0.017956435680389404
"1454_4",0.996439516544342
"5094_3",0.009596527554094791
"7982_1",0.016244180500507355
"6894_2",0.1807430535554886
"6554_1",0.014245100319385529
"4721_3",0.35758495330810547
"6904_4",0.0043196361511945724
"893_8",0.8980595469474792
"4605_4",0.15300925076007843
"11516_7",0.20075282454490662
"11718_7",0.9958295226097107
"5956_1",0.005109298974275589
"7455_9",0.9936498999595642
"6396_4",0.9800966382026672
"1223_8",0.9700774550437927
"8556_1",0.002228447934612632
"6108_8",0.6752665638923645
"11690_1",0.009206490591168404
"3778_9",0.039307959377765656
"3627_4",0.9928275942802429
"8256_4",0.006527130026370287
"533_1",0.0031337616965174675
"5235_4",0.010935342870652676
"621_2",0.008182954974472523
"5365_1",0.20266708731651306
"8180_3",0.6160010099411011
"7396_7",0.031068041920661926
"9776_10",0.9960048794746399
"8175_10",0.9955677390098572
"3128_1",0.004701921250671148
"4606_1",0.008018442429602146
"6158_2",0.2333298623561859
"3281_10",0.9175578951835632
"4723_4",0.14167697727680206
"11994_3",0.0063293627463281155
"7701_1",0.003255107905715704
"103_3",0.005435551516711712
"8908_10",0.9989460110664368
"8876_1",0.006126397754997015
"7519_9",0.9602922797203064
"12456_8",0.986283540725708
"9514_8",0.5505661964416504
"8680_8",0.7405706644058228
"12402_10",0.9991140961647034
"362_2",0.33037301898002625
"9825_7",0.9973576664924622
"2913_3",0.8393356800079346
"7164_8",0.9972596168518066
"11177_7",0.8877973556518555
"5707_10",0.9994958639144897
"8103_10",0.9981491565704346
"6289_1",0.004450635518878698
"11754_1",0.004150516353547573
"11640_10",0.9843511581420898
"9933_7",0.9940047860145569
"185_10",0.9986003041267395
"242_10",0.997251570224762
"9369_8",0.8011456727981567
"7453_10",0.9947132468223572
"7514_7",0.04257297143340111
"10860_2",0.04288124665617943
"8663_8",0.8287586569786072
"9108_1",0.019241614267230034
"7941_1",0.0064860014244914055
"10116_1",0.016271406784653664
"9841_4",0.0058837346732616425
"4512_9",0.9637549519538879
"4853_2",0.1901329904794693
"2664_4",0.029513821005821228
"9966_10",0.9579833745956421
"5167_2",0.0039672828279435635
"3894_2",0.733796238899231
"3929_8",0.9941226840019226
"7165_10",0.9969543218612671
"5451_8",0.28553271293640137
"2947_4",0.03659698739647865
"4611_10",0.8137506246566772
"5807_1",0.5348228216171265
"9464_8",0.9990598559379578
"3124_10",0.9819076657295227
"2705_4",0.9978377223014832
"12187_8",0.9899863600730896
"12319_10",0.9981139898300171
"9874_3",0.17091421782970428
"3406_4",0.013311518356204033
"2327_10",0.9991384744644165
"605_10",0.9990812540054321
"8080_4",0.006546803284436464
"3074_10",0.9978406429290771
"2499_3",0.007660645991563797
"1013_1",0.022973420098423958
"11535_1",0.0036950118374079466
"4118_7",0.20979395508766174
"10492_8",0.9977059364318848
"2129_4",0.03545450419187546
"9814_10",0.4816776514053345
"10671_9",0.02943989634513855
"5980_10",0.9986265897750854
"2755_2",0.5093968510627747
"5461_2",0.9905230402946472
"11979_1",0.045690763741731644
"8810_1",0.008068576455116272
"852_7",0.9986876845359802
"10961_4",0.023568471893668175
"7436_4",0.18453030288219452
"11281_3",0.8690028786659241
